Year,EAV Code,Waste Type,Waste disposal facilities,Input from waste disposal facilities (1000t),Waste generated in-house (1000t),Waste delivered from within the country (1000t),Waste delivered from abroad (1000t)
2017,EAV-170411-U,Cable (without 170410),192.0,177.3,2.1,130.8,44.3
2017,EAV-170503-G,Soil and stones containing dangerous substances,292.0,2228.5,127.1,1859.7,241.7
2017,EAV-170504-U,Soil and stones (without 170503),3931.0,118902.8,3164.9,114826.7,911.2
2017,EAV-170505-G,Dredged material containing dangerous substances,30.0,37.3,2.0,35.3,
2017,EAV-170506-U,Dredged material (without 170505),126.0,1493.2,568.7,924.5,
2017,EAV-170507-G,Track ballast containing dangerous substances,52.0,308.2,14.8,221.1,72.3
2017,EAV-170508-U,track ballast (without 170507),201.0,2525.0,20.3,2504.0,0.7
2017,EAV-170601-G,Insulating material that contains asbestos,48.0,19.1,0.2,8.8,10.1
2017,EAV-170603-G,Other insulation material,290.0,190.9,1.6,167.4,21.9
2017,EAV-170604-U,Insulation material (without 170601 and 170603),273.0,57.0,23.3,33.7,0.0
2017,EAV-170605-G,Building materials containing asbestos,301.0,580.9,0.5,484.3,96.1
2017,EAV-170801-G,Contaminated gypsum-based building materials,6.0,1.3,,1.3,
2017,EAV-170802-U,Gypsum-based building materials (without 170801),415.0,664.0,36.6,597.4,30.1
2017,EAV-170901-G,Construction and demolition waste containing mercury,7.0,29.8,,28.7,1.1
2017,EAV-170902-G,Construction and demolition waste containing PCBs,22.0,5.8,0.0,5.6,0.2
2017,EAV-170903-G,Other construction and demolition waste,83.0,43.4,0.0,42.1,1.3
2017,EAV-170904-U,Mixed construction and demolition waste (oh.170901-170903),894.0,3870.5,48.8,3816.5,5.1
2017,EAV-180101-U,Pointed or sharp objects (except 180103),23.0,0.8,,0.8,
2017,EAV-180102-U,"Body parts, organs, blood products (except 180103)",17.0,3.1,0.3,2.9,
2017,EAV-180103-G,Waste (especially requirements from the point of view of preventing infection),23.0,10.5,0.0,9.5,1.0
2017,EAV-180104-U,"Wound and plaster bandages, laundry, disposable clothing, diapers",115.0,349.6,0.0,349.1,0.4
2017,EAV-180106-G,Chemicals consisting of dangerous substances,12.0,0.3,0.1,0.1,0.0
2017,EAV-180107-U,Chemicals (excluding 180106),13.0,9.2,0.0,9.2,
2017,EAV-180108-G,Cytotox. and cytostatic drugs for humans,25.0,2.5,,2.2,0.3
2017,EAV-180109-U,Medicines (without 180108),62.0,8.2,0.3,7.6,0.3
2017,EAV-180110-G,Dental amalgam waste,6.0,0.1,,0.0,0.0
2017,EAV-180201-U,Pointed or sharp objects (excluding 180202),,,,,
2017,EAV-180202-G,Waste (especially requirements from the point of view of preventing infection),16.0,0.5,0.0,0.5,
2017,EAV-180203-U,Waste (without special requirement for an infection prevention view),23.0,2.0,0.1,1.9,
2017,EAV-180205-G,Chemicals consisting of dangerous substances,4.0,0.0,0.0,0.0,
2017,EAV-180206-U,Chemicals (excluding 180205),,,,,
2017,EAV-180207-G,Cytotoxic and. cytostatic drugs for.animals,,,,,
2017,EAV-180208-U,Medicines (without 180207),,,,,
2017,EAV-190102-U,"Combustion, pyrolysis: iron parts, rust and boiler ash",29.0,78.4,,78.4,0.0
2017,EAV-190105-G,"Combustion, pyrolysis: filter cake from exhaust gas treatment.",28.0,104.0,25.6,29.6,48.8
2017,EAV-190106-G,"Combustion, pyrolysis: Aqueous liquid waste from exhaust gas tank.",30.0,77.4,11.8,65.6,
2017,EAV-190107-G,"Combustion, pyrolysis: solid waste a. flue gas treatment",43.0,802.5,0.0,677.9,124.6
2017,EAV-190110-G,"Combustion, pyrolysis: used activated carbon a. Exhaust gas tank",17.0,7.1,0.1,6.8,0.2
2017,EAV-190111-G,"Combustion, pyrolysis: rust, boiler ash, slag",74.0,664.4,128.3,536.0,0.1
2017,EAV-190112-U,"Bottom ash, boiler ash and slag (oh.190111)",202.0,7948.4,449.1,7444.0,55.3
2017,EAV-190113-G,"Combustion.,Pyrolysis: Filter dust with haz. St.",40.0,714.5,1.4,566.2,146.8
2017,EAV-190114-U,Filter dust (without 190113),20.0,79.6,,38.7,40.9
2017,EAV-190115-G,"Combustion, pyrolysis: Boiler dust with hazardous fabrics",22.0,72.1,,61.5,10.6
2017,EAV-190116-U,Boiler dust (without 190115),11.0,37.2,,37.2,
2017,EAV-190117-G,Pyrolysis Wastes containing dangerous substances,6.0,11.9,,0.5,11.3
2017,EAV-190118-U,Pyrolysis waste (excluding 190117),,,,,
2017,EAV-190119-U,"Combustion, pyrolysis: sands from fluidized bed combustion",7.0,36.8,0.3,36.5,
2017,EAV-190199-U,"Incineration, pyrolysis of waste: waste n.e.c.",14.0,7.5,1.2,4.9,1.4
2017,EAV-190203-U,Premixed waste from non-hazardous waste,25.0,101.0,0.8,100.1,0.1
2017,EAV-190204-G,Premixed waste with at least one hazardous waste,71.0,900.8,187.3,657.8,55.7
2017,EAV-190205-G,Sludge from physical and chemical treatment,136.0,645.7,29.6,540.9,75.3
2017,EAV-190206-U,Sludge a. physical-chemical treatment (oh.190205),54.0,142.5,1.4,141.1,
2017,EAV-190207-G,Oil and concentrates from separation processes,59.0,167.7,3.4,126.7,37.7
2017,EAV-190208-G,Liquid combustible waste with hazardous fabrics,26.0,91.8,12.8,76.5,2.5
2017,EAV-190209-G,Solid combustible waste containing hazardous substances,8.0,3.1,,2.8,0.4
2017,EAV-190210-U,Combustible waste (excluding 190208 and 190209),8.0,82.8,,82.8,
2017,EAV-190211-G,Other wastes containing dangerous substances,27.0,9.8,0.0,3.6,6.3
2017,EAV-19029900-U,Physics-chem. Treatment of waste: waste not otherwise specified,4.0,32.5,26.6,5.8,
2017,EAV-19029950-U,Products resulting from waste treatment,,,,,
2017,EAV-190304-G,As dangerous. classified partially stabilized waste,16.0,216.2,0.9,119.7,95.5
2017,EAV-190305-U,Stabilized waste (without 190304),12.0,68.7,38.5,29.8,0.4
2017,EAV-190306-G,Solidified waste classified as hazardous,18.0,347.7,,341.5,6.2
2017,EAV-190307-U,Solidified waste (excluding 190306),32.0,377.5,1.4,376.2,
2017,EAV-190308-G,Partially stabilized mercury,,,,,
2017,EAV-190401-U,Vitrified waste,,,,,
2017,EAV-190402-G,Filter dust and other waste from exhaust gas treatment,,,,,
2017,EAV-190403-G,Non-vitrified solid phase,,,,,
2017,EAV-190404-U,Aqueous liquid waste from tempering,,,,,
2017,EAV-190501-U,Non-composted fraction of municipal waste,76.0,353.1,143.3,209.6,0.2
2017,EAV-190502-U,Non-composted fraction v. animal and plant waste,32.0,73.6,14.7,59.0,
2017,EAV-190503-U,Out-of-spec compost,31.0,103.8,21.5,82.3,
2017,EAV-19059900-U,Waste n.e.c. not differentiable,15.0,264.8,107.1,157.7,
2017,EAV-19059901-U,Compost (according to specifications),3.0,13.6,3.6,10.0,
2017,EAV-190603-U,Liquids from municipal waste treatment,,,,,
2017,EAV-190604-U,Fermentation residue/sludge from container v.municipal waste,40.0,154.6,42.4,112.2,
2017,EAV-190605-U,liquids from container v. animal and plant waste,,,,,
2017,EAV-190606-U,Fermentation residue/sludge a. Storage of animal and plant waste,23.0,69.5,27.5,42.0,
2017,EAV-190699-U,Anaerobic treatment of waste: waste n.e.c.,3.0,57.4,40.2,17.2,
2017,EAV-190702-G,"Landfill leachate, the hazardous contains substances",36.0,346.4,252.6,93.8,
2017,EAV-190703-U,Landfill leachate (without 190702),22.0,222.9,158.0,64.9,
2017,EAV-190801-U,Screening and rake residues,169.0,158.6,13.2,145.4,
2017,EAV-190802-U,sand trap residues,250.0,136.5,21.2,114.9,0.4
2017,EAV-190805-U,Sludge from the treatment of v. municipal waste water,238.0,7163.7,2870.9,4138.6,154.2
2017,EAV-190806-G,Saturated or spent ion exchange resins,23.0,0.5,0.1,0.4,
2017,EAV-190807-G,Solutions and sludges from regeneration of ion exchange.,,,,,
2017,EAV-190808-G,Waste containing heavy metals from membrane systems,3.0,4.9,,4.9,
2017,EAV-190809-U,Fat and oil mixtures from oil separators (edible oils),33.0,63.5,0.3,63.2,0.0
2017,EAV-190810-G,Grease and oil mixtures from oil separators (oh.190809),9.0,0.4,,0.4,
2017,EAV-190811-G,Sludge from biological treatment of industrial wastewater,30.0,400.4,356.9,43.5,
2017,EAV-190812-U,Sludge a. biol.beh.v.industr.wastewater (oh.190811),73.0,243.4,45.5,195.7,2.1
2017,EAV-190813-G,Sludge with dangerous Substances from industrial waste water,112.0,216.3,103.8,111.0,1.5
2017,EAV-190814-U,Sludge from industrial wastewater (excluding 190813),165.0,244.3,115.1,129.3,0.0
2017,EAV-190899-U,Wastewater treatment plants: wastes n.e.c.,21.0,7.6,0.3,7.3,
2017,EAV-190901-U,Solid waste from primary filtration and screening residue,53.0,11.9,0.8,11.0,
2017,EAV-190902-U,Sludge from water purification,132.0,186.5,127.8,58.6,
2017,EAV-190903-U,Sludge from decarbonatization,21.0,31.8,6.0,25.8,
2017,EAV-190904-U,Used activated carbon,52.0,11.0,0.9,7.6,2.5
2017,EAV-190905-U,Saturated or used ion exchange resins,57.0,2.4,0.0,2.3,
2017,EAV-190906-U,Solutions and sludges from regeneration of ion exchange.,4.0,11.1,10.9,0.2,
2017,EAV-190999-U,Industrial water: waste n.e.c.,6.0,0.9,,0.9,
2017,EAV-191001-U,Iron and steel waste,35.0,118.1,0.1,112.8,5.2
2017,EAV-191002-U,Non-ferrous metal waste,43.0,111.8,,70.2,41.6
2017,EAV-191003-G,Shredder light fractions and dust,16.0,48.1,24.6,4.5,19.0
2017,EAV-191004-U,Shredder light fractions and dust (without 191003),34.0,220.3,0.3,220.0,
2017,EAV-191005-G,Other factions that are dangerous. contain substances,5.0,7.0,,3.7,3.4
2017,EAV-191006-U,Other factions (excluding 191005),28.0,305.2,48.7,200.5,56.0
2017,EAV-191101-G,Used oil treatment: used filter clay,6.0,2.9,,2.9,
2017,EAV-191102-G,Waste oil processing: acid tars,,,,,
2017,EAV-191103-G,Waste oil processing: Aqueous liquid waste,,,,,
2017,EAV-191104-G,Waste oil treatment: Abf.a.d. Fuel cleaning with bases,,,,,
2017,EAV-191105-G,Waste oil treatment: sludge (company wastewater tank),8.0,1.0,0.0,1.0,
2017,EAV-191106-U,Sludge from operational. Wastewater treatment (oh.191105),5.0,1.3,,1.3,
2017,EAV-191107-G,Waste oil treatment: Waste from exhaust gas cleaning,,,,,
2017,EAV-19119900-U,Waste n.e.c,,,,,
2017,EAV-19119950-U,"Base oil (starting material for lubricant), (SK)",,,,,
2017,EAV-19119951-U,"Lubricant, (SS)",,,,,
2017,EAV-19119952-U,Middle distillate component,,,,,
2017,EAV-19119953-U,"Light heating oil (including diesel), (HL)",,,,,
2017,EAV-19119954-U,Fuel oil heavy component,,,,,
2017,EAV-19119955-U,"Heating oil, heavy, (HS)",,,,,
2017,EAV-19120100-U,"Mechanical waste treatment: paper, cardboard not different.",72.0,50.6,1.5,48.8,0.2
2017,EAV-19120101-U,Mechanical waste treatment: Lower grades (Group I),,,,,
2017,EAV-19120102-U,Mechanical waste treatment: Medium grades (Group II),,,,,
2017,EAV-19120103-U,Mechanical Waste Treatment: Better Varieties (Group III),,,,,
2017,EAV-19120104-U,Mechanical waste treatment: Powerful varieties (Gr.IV),,,,,
2017,EAV-19120105-U,Mechanical waste treatment: special types (Group V),,,,,
2017,EAV-191202-U,Mechanical waste treatment: ferrous metals,196.0,1298.6,18.5,1203.4,76.8
2017,EAV-191203-U,Mechanical waste treatment: non-ferrous metals,129.0,619.4,1.8,431.6,185.9
2017,EAV-191204-U,Mechanical waste treatment: plastic and rubber,318.0,1259.8,44.3,1073.9,141.6
2017,EAV-19120500-U,Mechanical waste treatment: Glass cannot be differentiated,44.0,271.7,,261.4,10.3
2017,EAV-19120501-U,Mechanical waste treatment: white glass,3.0,14.5,14.5,0.0,
2017,EAV-19120502-U,Mechanical waste treatment: amber glass,,,,,
2017,EAV-19120503-U,Mechanical waste treatment: green glass,,,,,
2017,EAV-19120504-U,Mechanical waste treatment: stained glass,,,,,
2017,EAV-19120505-U,Mechanical waste treatment: mixed glass,,,,,
2017,EAV-191206-G,Mechanical waste treatment: wood with hazardous fabrics,80.0,1358.2,155.7,959.5,243.0
2017,EAV-191207-U,wood (without 191206),254.0,4792.7,321.9,3942.8,528.0
2017,EAV-191208-U,Mechanical waste treatment: textiles,36.0,82.3,,56.5,25.8
2017,EAV-19120900-U,"Mechanical waste treatment: minerals (sand, stones)",217.0,2182.7,209.8,1963.4,9.5
2017,EAV-19120901-U,Products for use in road and Road construction,,,,,
2017,EAV-19120902-U,Products for use in other earthworks,16.0,308.5,27.3,281.3,
2017,EAV-19120903-U,products f.d. Use in concrete mixing plants,,,,,
2017,EAV-19120904-U,Products for use in asphalt mixing plants,361.0,10341.5,,10341.5,
2017,EAV-19120905-U,Products for other uses,,,,,
2017,EAV-19120906-U,Hot mix for road and path construction,,,,,
2017,EAV-191210-U,Combustible waste (fuels from waste),199.0,6541.8,35.4,5639.8,866.6
2017,EAV-191211-G,Other waste (including mixed materials),102.0,1288.0,7.1,1139.9,141.0
2017,EAV-191212-U,Other waste (without 191211),490.0,8672.4,282.0,8148.3,242.1
2017,EAV-191301-G,Solid waste from soil remediation,32.0,171.3,,157.2,14.1
2017,EAV-191302-U,Solid waste from soil remediation (oh.191301),47.0,490.7,7.2,483.2,0.3
2017,EAV-191303-G,Sludges from soil remediation,15.0,64.6,0.0,64.6,
2017,EAV-191304-U,Sludge from soil remediation (oh.191303),,,,,
2017,EAV-191305-G,Sludge from groundwater remediation,21.0,0.9,0.0,0.9,
2017,EAV-191306-U,Sludge from groundwater remediation (oh.191305),21.0,2.1,0.0,2.0,
2017,EAV-191307-G,Aqueous wastewater and concentrates from groundwater remediation.,16.0,0.8,0.0,0.8,
2017,EAV-191308-U,Aqueous waste and conc. a.Groundwater sanitation. (oh.191307),8.0,0.7,,0.7,
2017,EAV-200101-U,Paper and cardboard,511.0,4580.8,33.8,4528.9,18.0
2017,EAV-200102-U,Glas,112.0,580.7,0.1,532.5,48.2
2017,EAV-200108-U,Biodegradable kitchen and canteen waste,181.0,1012.4,4.8,998.1,9.5
2017,EAV-200110-U,clothing,38.0,124.5,2.2,115.4,6.9
2017,EAV-200111-U,textiles,89.0,122.3,0.0,117.6,4.7
2017,EAV-200113-G,solvent,31.0,5.9,0.1,4.8,1.0
2017,EAV-200114-G,acids,35.0,1.9,0.0,1.0,0.9
2017,EAV-200115-G,Lye,35.0,1.5,0.0,0.8,0.6
2017,EAV-200117-G,Photochemical,28.0,0.1,0.0,0.1,
2017,EAV-200119-G,pesticides,26.0,1.4,0.0,1.0,0.4
2017,EAV-200121-G,Fluorescent tubes and other waste containing mercury,100.0,11.5,0.6,10.4,0.6
2017,EAV-200123-G,Used equipment with chlorofluorocarbons,83.0,148.7,2.7,131.8,14.2
2017,EAV-200125-U,edible oils and fats,40.0,74.3,,60.9,13.3
2017,EAV-200126-G,Oils and fats (excluding 200125),21.0,0.4,0.0,0.3,0.0
2017,EAV-200127-G,"Paints, printing inks, adhesives and synthetic resins",46.0,14.1,0.3,10.6,3.2
2017,EAV-200128-U,"Paints, printing inks, adhesives, synthetic resins (oh.200127)",55.0,15.6,,15.6,
2017,EAV-200129-G,Detergents containing dangerous substances,22.0,0.5,0.0,0.3,0.1
2017,EAV-200130-U,Cleaning agent (without 200129),12.0,0.2,,0.2,
2017,EAV-200131-G,Cytotoxic and cytostatic drugs,4.0,0.2,,0.0,0.2
2017,EAV-200132-U,Medicines (excluding 200131),68.0,6.5,,6.3,0.2
2017,EAV-200133-G,Batteries and accumulators (160601-160603),41.0,16.1,0.0,15.9,0.1
2017,EAV-200134-U,Batteries and accumulators (excluding 200133),19.0,1.7,,1.6,0.0
2017,EAV-200135-G,"Used electrical equipment (oh.200121,200123)",184.0,398.8,1.3,390.2,7.4
2017,EAV-200136-U,"Used electrical devices (oh.200121,200123,200135)",163.0,129.2,8.1,119.5,1.6
2017,EAV-200137-G,Wood containing dangerous substances,36.0,36.1,0.0,36.1,
2017,EAV-200138-U,wood (without 200137),223.0,680.4,4.0,676.5,
2017,EAV-200139-U,Plastics,239.0,124.3,0.0,103.0,21.2
2017,EAV-200140-U,metals,151.0,384.6,50.3,325.6,8.7
2017,EAV-200141-U,Waste from cleaning chimneys,,,,,
2017,EAV-200199-U,Other fractions n.e.c.,,,,,
2017,EAV-20019900-U,Other fractions n.e.c. not differentiable,7.0,15.6,0.0,15.6,
2017,EAV-20019901-U,Mixed recyclables without lightweight packaging,15.0,46.0,6.4,39.5,
2017,EAV-200201-U,Biodegradable waste,1237.0,5913.5,253.9,5653.6,5.9
2017,EAV-200202-U,Soil and stones,94.0,232.5,3.6,228.9,
2017,EAV-200203-U,Other non-biodegradable waste,53.0,19.2,0.0,19.1,
2017,EAV-20030100-U,Mixed municipal waste cannot be differentiated,292.0,7329.6,36.5,6888.1,405.0
2017,EAV-20030101-U,"Household waste, commercial waste similar to household waste",97.0,8471.6,0.8,8464.6,6.2
2017,EAV-20030102-U,Commercial waste similar to domestic waste,251.0,2092.5,17.5,2026.7,48.3
2017,EAV-20030104-U,Waste from the bio bin,285.0,4466.7,33.1,4433.0,0.5
2017,EAV-200302-U,Market waste,83.0,87.4,,87.4,
2017,EAV-200303-U,street sweepings,264.0,565.8,18.6,542.2,5.0
2017,EAV-200304-U,Faecal sludge,9.0,19.2,,19.2,
2017,EAV-200306-U,Waste from sewer cleaning,118.0,65.2,1.8,63.4,
2017,EAV-200307-U,bulky waste,522.0,2610.1,22.8,2585.2,2.1
2017,EAV-200399-U,Municipal waste n.e.c.,39.0,75.5,,75.5,
2017,EAV-990000-G,Total hazardous waste,,,,,
2018,EAV-010101-U,Waste from mining v. metal-containing mineral resources,3.0,0.0,,0.0,0.0
2018,EAV-010102-U,Waste from mining v. non-metal Mineral resources,13.0,26124.5,26124.5,0.0,
2018,EAV-010304-G,Acid-forming processing residues a. sul. ore,,,,,
2018,EAV-010305-G,Other processing residues containing hazardous substances,,,,,
2018,EAV-010306-U,Processing residues (without 010304 and 010305),8.0,2.3,0.1,2.1,
2018,EAV-010307-G,Waste from processing metal-bearing mineral resources,,,,,
2018,EAV-010308-U,Dusty and powdery waste (without 010307),,,,,
2018,EAV-010309-U,Alumina Red Mud Manufacturing(oh.010310),,,,,
2018,EAV-010310-G,Red mud with dangerous substances (without 010307),,,,,
2018,EAV-010399-U,processing from metalh. Mineral resources: wastes n.e.c.,,,,,
2018,EAV-010407-G,Waste for further processing non-metal Mineral resources,8.0,21.3,,20.7,0.6
2018,EAV-010408-U,Gravel and quarry waste (without 010407),23.0,620.9,612.3,8.7,
2018,EAV-010409-U,sand and clay waste,19.0,44.2,21.6,22.5,
2018,EAV-010410-U,Dusty and powdery waste (without 010407),21.0,8.6,4.2,4.3,
2018,EAV-010411-U,Waste from processing of potash and rock salt (oh.010407),11.0,915.7,875.2,40.5,
2018,EAV-010412-U,"reprocessing including waste (oh.010407,010411)",4.0,75.2,75.1,0.1,
2018,EAV-010413-U,Waste from stonemasonry and sawing work (excluding 010407),35.0,47.4,38.6,8.7,
2018,EAV-010499-U,processing v. non-metal Bodensch.: Waste not otherwise specified,3.0,0.0,0.0,0.0,
2018,EAV-010504-U,Muds and waste from freshwater wells,31.0,34.7,,34.7,
2018,EAV-010505-G,Oily drilling muds and wastes,11.0,11.4,,11.4,
2018,EAV-010506-G,Drilling muds and other drilling waste with hazardous fabrics,4.0,26.2,,26.2,
2018,EAV-010507-U,"Barite-bearing drillings, waste (oh.010505,010506)",,,,,
2018,EAV-010508-U,"Chloride content. Drilling cuttings, waste (oh.010505,010506)",13.0,36.7,,36.7,
2018,EAV-010599-U,drilling muds and. other construction waste: waste not otherwise specified,,,,,
2018,EAV-020101-U,"Agriculture, among other things: sludges from washing and cleaning processes.",9.0,1.1,,1.1,
2018,EAV-020102-U,Agriculture i.a.: Waste from animal tissue,13.0,54.1,,54.1,
2018,EAV-020103-U,"Agriculture, among other things: waste from plant tissue",263.0,587.1,47.4,534.9,4.8
2018,EAV-020104-U,Agriculture and others: plastic waste (without packaging),65.0,36.4,0.4,31.8,4.3
2018,EAV-020106-U,"Animal excreta, manure/manure/stable manure",205.0,682.4,188.5,482.2,11.7
2018,EAV-020107-U,Waste from forestry,66.0,281.8,6.8,275.0,0.1
2018,EAV-020108-G,Agricultural chemical waste,19.0,1.4,0.0,1.2,0.2
2018,EAV-020109-U,waste v. chemistry. f.d. Agriculture(oh.020108),5.0,0.4,0.1,0.3,0.0
2018,EAV-020110-U,"Agriculture, among others: metal waste",12.0,1.1,,1.1,
2018,EAV-020199-U,Agriculture and others: waste not otherwise specified,8.0,2.1,,2.1,
2018,EAV-020201-U,Meat and others: sludge from washing and cleaning processes,11.0,22.7,18.8,3.9,
2018,EAV-020202-U,"Meat, etc.: Waste from animal tissue",24.0,101.2,2.8,97.2,1.1
2018,EAV-020203-U,"Meat, etc.: For consumption/processing unsuitable substances",124.0,559.1,59.2,453.6,46.3
2018,EAV-020204-U,"Meat, etc.: sludge (own waste water treatment)",202.0,892.1,25.2,832.5,34.3
2018,EAV-020299-U,"processing of meat, fish, etc.: waste not otherwise specified",30.0,66.5,0.0,66.5,
2018,EAV-020301-U,"Fruit, among other things: sludge from washing and cleaning processes. among others",37.0,218.2,184.5,33.7,
2018,EAV-020302-U,"Fruit, among other things: Waste preservatives",,,,,
2018,EAV-020303-U,"Fruit, among other things: waste from extraction with solvents",,,,,
2018,EAV-020304-U,"Fruit, etc.: For consumption/processing unsuitable substances",242.0,514.2,82.7,426.5,5.0
2018,EAV-020305-U,"Fruit, among other things: sludge (in-house waste water tank)",38.0,44.5,2.5,42.0,
2018,EAV-020399-U,"Processing of fruit, vegetables, etc.: waste not otherwise specified",31.0,89.3,40.2,37.9,11.3
2018,EAV-020401-U,Sugar production: beet soil,,,,,
2018,EAV-020402-U,Sugar manufacturer: Not specific. calcium carbonate sludge,,,,,
2018,EAV-020403-U,Sugar production: sludge (in-house waste water tank),,,,,
2018,EAV-020499-U,Sugar production: waste n.e.c.,4.0,110.8,109.4,1.4,
2018,EAV-020501-U,Milk processing: For consumption/processing. unsuitable,53.0,67.2,1.4,62.0,3.8
2018,EAV-020502-U,Milk processing: sludge (in-house waste water treatment),39.0,91.6,0.0,91.6,
2018,EAV-020599-U,Milk processing: waste n.e.c.,8.0,10.0,,10.0,
2018,EAV-020601-U,Bakery and confectionery: For consumption/processing. unsuitable. St.,80.0,305.1,1.2,277.2,26.6
2018,EAV-020602-U,"Baked goods, confectionery: waste from preservatives",,,,,
2018,EAV-020603-U,"Baked goods, confectionery: sludge (company waste water tank)",9.0,5.9,,5.9,
2018,EAV-020699-U,Manufacture of bakery and confectionery products: waste n.e.c.,,,,,
2018,EAV-020701-U,"Beverages: Waste from laundry, cleaning, etc.",7.0,2.6,,2.6,
2018,EAV-020702-U,Beverages: Waste from alcohol distillation,24.0,315.7,293.3,22.4,
2018,EAV-020703-U,Beverages: Waste from chemical treatment,,,,,
2018,EAV-020704-U,Beverages: For consumption/processing. unsuitable substances,60.0,53.0,0.0,53.0,
2018,EAV-020705-U,Beverages: Sludge (in-house waste water tank),12.0,6.0,,6.0,
2018,EAV-020799-U,Manufacture of beverages: waste n.e.c.,13.0,4.6,0.1,4.6,
2018,EAV-030101-U,Woodworking including: bark and cork waste,30.0,422.0,269.9,152.1,
2018,EAV-030104-G,"Sawdust, shavings, cuttings, wood, chipboard",9.0,8.5,,0.8,7.7
2018,EAV-030105-U,"Sawdust, chips, cuttings, wood, chipboard. (oh.030104)",414.0,2050.0,1119.1,797.6,133.4
2018,EAV-030199-U,"Wood processing, etc.: waste not otherwise specified",4.0,59.1,58.9,0.2,
2018,EAV-030201-G,Halogen-free organic wood preservatives,5.0,0.1,0.0,0.1,0.0
2018,EAV-030202-G,Organochlorine wood preservatives,3.0,0.0,,0.0,
2018,EAV-030203-G,Organometallic wood preservatives,,,,,
2018,EAV-030204-G,Inorganic wood preservatives,,,,,
2018,EAV-030205-G,Other wood preservatives containing dangerous substances,4.0,0.0,0.0,0.0,
2018,EAV-030299-U,wood preservatives n.e.s.,,,,,
2018,EAV-030301-U,Paper production includes: bark and wood waste,24.0,284.2,157.4,126.8,
2018,EAV-030302-U,Sulphite sludge (from reclamation of cooking liquor),,,,,
2018,EAV-030305-U,Deinking sludge from paper recycling,9.0,572.6,286.4,256.8,29.5
2018,EAV-030307-U,Mechanically separated waste (paper waste),100.0,784.1,155.9,605.7,22.5
2018,EAV-030308-U,Waste from sorting v. Paper for recycling,11.0,12.0,0.2,11.8,
2018,EAV-030309-U,Lime sludge waste,4.0,2.3,0.2,2.1,
2018,EAV-030310-U,"Fiber waste, fiber, filler and coating sludge",73.0,1285.5,421.6,859.1,4.8
2018,EAV-030311-U,Sludge a. operational waste water treatment (oh.030310),33.0,135.9,38.8,97.1,
2018,EAV-030399-U,"Paper production, among others: waste not otherwise specified",16.0,941.3,918.1,22.7,0.5
2018,EAV-040101-U,Meat scrapings and hide waste,3.0,2.4,0.0,2.4,
2018,EAV-040102-U,Limed glue leather,,,,,
2018,EAV-040103-G,"Degreasing waste, solvent-free, non-liquid phase",,,,,
2018,EAV-040104-U,Chromium-containing tannery broth,,,,,
2018,EAV-040105-U,Chromium-free tannery broth,,,,,
2018,EAV-040106-U,Slurries containing chromium,9.0,101.3,82.1,19.1,
2018,EAV-040107-U,Chromium-free sludges,4.0,2.4,,2.4,
2018,EAV-040108-U,Chromium-containing waste from tanned leather,12.0,5.2,0.4,3.9,0.9
2018,EAV-040109-U,Waste from preparation and finishing,3.0,2.4,,0.3,2.1
2018,EAV-040199-U,Leather and fur industry: waste n.e.c.,5.0,0.2,,0.2,
2018,EAV-040209-U,"Waste from composite materials (elastomer, etc.)",36.0,31.7,0.1,25.1,6.5
2018,EAV-040210-U,Organic substances from natural materials (e.g. fats),5.0,2.1,,2.1,
2018,EAV-040214-G,waste from the finish with organ. solvent,3.0,0.5,0.0,0.1,0.4
2018,EAV-040215-U,Waste from the finish (excluding 040214),12.0,0.7,0.1,0.6,
2018,EAV-040216-G,Dyes and pigments containing dangerous substances,3.0,0.1,,0.0,0.0
2018,EAV-040217-U,Dyes and pigments (without 040216),4.0,0.2,,0.2,
2018,EAV-040219-G,Textile industry: sludge (company wastewater tank),,,,,
2018,EAV-040220-U,Sludge from company-owned Sewage treatment (oh.040219),15.0,1.5,0.1,1.4,
2018,EAV-040221-U,Waste from untreated textile fibers,18.0,17.1,1.9,3.4,11.8
2018,EAV-040222-U,Waste from processed textile fibers,64.0,35.6,0.9,33.7,1.1
2018,EAV-040299-U,Textile industry: waste n.e.c.,5.0,0.1,,0.1,
2018,EAV-050102-G,Petroleum refining: desalination sludges,,,,,
2018,EAV-050103-G,Petroleum refining: bottom sludge from tanks,26.0,13.3,3.7,8.7,1.0
2018,EAV-050104-G,Petroleum refining: Acid alkyl sludges,,,,,
2018,EAV-050105-G,Petroleum Refining: Oil Spills,,,,,
2018,EAV-050106-G,Petroleum refining: oil holding sludge a.,25.0,13.7,1.4,12.2,
2018,EAV-050107-G,Petroleum refining: acid tars,,,,,
2018,EAV-050108-G,Petroleum refining: Other teas,4.0,0.4,,0.4,
2018,EAV-050109-G,Petroleum refining: sludge (company wastewater tank),12.0,11.9,6.6,5.0,0.3
2018,EAV-050110-U,Sludge a. company owned Sewage treatment (oh.050109),,,,,
2018,EAV-050111-G,Petroleum refinery: Waste from fuel purification. with bases,,,,,
2018,EAV-050112-G,Petroleum refining: Acidic oils,,,,,
2018,EAV-050113-U,Petroleum refining: sludges from boiler feed water treatment.,,,,,
2018,EAV-050114-U,Petroleum refining: Waste from cooling towers,,,,,
2018,EAV-050115-G,Petroleum Refining: Used Filter Clays,5.0,0.7,,0.7,
